Naam,Bedrijfsnummer,BTW-nummer,E-mail,E-mail geverifieerd,Telefoonnummer,Telefoon geverifieerd,Website,Website domain,Beschrijving,Activiteiten,NACE-codes,Provincie,Adres,Geschat aantal werknemers,Geschatte omzet,Bizzy URL
OW Belgium Netherlands,0696.638.261,BE0696.638.261,,,,,www.engie.com,engie,"OW Belgium Netherlands is gespecialiseerd in oplossingen voor hernieuwbare energie, waaronder wind, zon en waterstof, en richt zich ook op energieprestaties en duurzame mobiliteit. Het bedrijf zet zich in voor het ondersteunen van de energietransitie en de inspanningen voor decarbonisatie.",Consulting voor bedrijven,70100 - 70220,Brussel,"Simon Bolivarlaan 36, 1000 Brussel",1 - 10,€0 - €1M,app.bizzy.org/BE/0696638.261?utm_source=export&utm_medium=lists_xlsx
Brussels Airport Ventures,0780.935.419,BE0780.935.419,,,,,www.brusselsairport.be,brusselsairport,"Brussels Airport Ventures is een van de grootste luchthavens van Europa en verbindt de Europese hoofdstad met 236 bestemmingen wereldwijd. Met een sterke economische aanwezigheid en meer dan 1000 werknemers speelt het een essentiële rol in de luchtvaartindustrie, waarbij jaarlijks miljoenen passagiers en tonnen vracht worden afgehandeld.",,,Vlaams-Brabant,"Luchthaven Brussel Nationaal 1M, 1930 Zaventem",1 - 10,€0 - €1M,app.bizzy.org/BE/0780935.419?utm_source=export&utm_medium=lists_xlsx
Brussels Airport Real Estate,0700.641.490,BE0700.641.490,,,,,www.jobs.brusselsairport.be,jobs,Brussels Airport Real Estate is een bedrijf dat het beheer en de exploitatie van de vastgoedobjecten op Brussels Airport verzorgt. Ze maken gebruik van cookies om gebruikers de best mogelijke website-ervaring te bieden.,,,Vlaams-Brabant,"Luchthaven Brussel Nationaal 1 M, 1930 Zaventem",1 - 10,€0 - €1M,app.bizzy.org/BE/0700641.490?utm_source=export&utm_medium=lists_xlsx
WALWIND,0689.797.880,BE0689.797.880,,,,,www.engie.com,engie,"WALWIND is gespecialiseerd in oplossingen voor hernieuwbare energie, waaronder wind, zon en waterstof, en richt zich ook op energieprestaties en duurzame mobiliteit. Het bedrijf zet zich in voor het ondersteunen van de energietransitie en de inspanningen voor decarbonisatie.",Energie,,Brussel,"Simon Bolivarlaan 36, 1000 Brussel",1 - 10,€0 - €1M,app.bizzy.org/BE/0689797.880?utm_source=export&utm_medium=lists_xlsx
GROEN COMPAGNIE VERTE,0687.519.370,BE0687.519.370,,,,,www.engie.com,engie,"GROEN COMPAGNIE VERTE is gespecialiseerd in oplossingen voor hernieuwbare energie, waaronder wind, zon en waterstof, en richt zich ook op energieprestaties en duurzame mobiliteit. Het bedrijf zet zich in voor het ondersteunen van de energietransitie en de inspanningen voor decarbonisatie.",Holdings,64200,Brussel,"Boulevard Simon Bolivar 36, 1000 Brussel",1 - 10,€0 - €1M,app.bizzy.org/BE/0687519.370?utm_source=export&utm_medium=lists_xlsx
Sainshand Belgium,0677.839.562,BE0677.839.562,,,,,www.engie.com,engie,"ENGIE Belgium Developments is gespecialiseerd in oplossingen voor hernieuwbare energie, waaronder wind, zon en waterstof, en richt zich ook op energieprestaties en duurzame mobiliteit. Het bedrijf zet zich in voor het ondersteunen van de energietransitie en de inspanningen voor decarbonisatie.",Bankactiviteiten,64999,Brussel,"Gachardstraat 88, 1050 Ixelles",1 - 10,€0 - €1M,app.bizzy.org/BE/0677839.562?utm_source=export&utm_medium=lists_xlsx
BELUX INNOVATION HOLDING,0664.799.495,BE0664.799.495,,,,,www.engie.com,engie,"BELUX INNOVATION HOLDING is gespecialiseerd in oplossingen voor hernieuwbare energie, waaronder wind, zon en waterstof, en richt zich ook op energieprestaties en duurzame mobiliteit. Het bedrijf zet zich in voor het ondersteunen van de energietransitie en de inspanningen voor decarbonisatie.",Energie,,Brussel,"Simon Bolivarlaan 36, 1000 Brussel",1 - 10,€0 - €1M,app.bizzy.org/BE/0664799.495?utm_source=export&utm_medium=lists_xlsx
WIND4FLANDERS,0628.836.449,BE0628.836.449,,,,,www.engie.com,engie,"W4F is gespecialiseerd in oplossingen voor hernieuwbare energie, waaronder wind, zon en waterstof, en richt zich ook op energieprestaties en duurzame mobiliteit. Het bedrijf zet zich in voor het ondersteunen van de energietransitie en de inspanningen voor decarbonisatie.",Energie,,Brussel,"Boulevard Simon Bolivar 36, 1000 Brussel",1 - 10,€0 - €1M,app.bizzy.org/BE/0628836.449?utm_source=export&utm_medium=lists_xlsx
GENFINA,0435.084.986,BE0435.084.986,,,,,www.engie.com,engie,"ENGIE is gespecialiseerd in oplossingen voor hernieuwbare energie, waaronder wind, zon en waterstof, en richt zich ook op energieprestaties en duurzame mobiliteit. Het bedrijf zet zich in voor het ondersteunen van de energietransitie en de inspanningen voor decarbonisatie.",,,Brussel,"Simon Bolivarlaan 36, 1000 Brussel",1 - 10,€0 - €1M,app.bizzy.org/BE/0435084.986?utm_source=export&utm_medium=lists_xlsx
TELFIN,0427.428.025,BE0427.428.025,,,,,www.engie.com,engie,"TELFIN is gespecialiseerd in oplossingen voor hernieuwbare energie, waaronder wind, zon en waterstof, en richt zich ook op energieprestaties en duurzame mobiliteit. Het bedrijf zet zich in voor het ondersteunen van de energietransitie en de inspanningen voor decarbonisatie.",Holdings,64200,Brussel,"Simon Bolivarlaan 36, 1000 Brussel",1 - 10,€0 - €1M,app.bizzy.org/BE/0427428.025?utm_source=export&utm_medium=lists_xlsx
STRABAG Development Belgium,0424.960.958,BE0424.960.958,,,,,www.strabag-real-estate.com,strabag-real-estate,STRABAG Development Belgium is een toonaangevend bouwbedrijf met meer dan 50 jaar ervaring op de Belgische markt. Ze zijn gespecialiseerd in innovatieve en complexe bouwprojecten en bieden een allesomvattende aanpak om hoogwaardige resultaten binnen het budget en op tijd te leveren.,Bouw - Bouw van kantoorgebouwen - Vastgoedontwikkeling,41203,Antwerpen,"Noorderlaan 139, 2030 Antwerpen",1 - 10,€0 - €1M,app.bizzy.org/BE/0424960.958?utm_source=export&utm_medium=lists_xlsx
BELGONUCLEAIRE,0403.126.258,BE0403.126.258,,,,,www.engie.com,engie,"Electrabel nv is gespecialiseerd in oplossingen voor hernieuwbare energie, waaronder wind, zon en waterstof, en richt zich ook op energieprestaties en duurzame mobiliteit. Het bedrijf zet zich in voor het ondersteunen van de energietransitie en de inspanningen voor decarbonisatie.",Afvalverwerking en recycling,38222 - 43110,Brussel,"Simon Bolivarlaan 36, 1000 Brussel",1 - 10,€1M - €2M,app.bizzy.org/BE/0403126.258?utm_source=export&utm_medium=lists_xlsx
ENGIE ENERGY SERVICES INTERNATIONAL,0403.108.145,BE0403.108.145,,,,,www.engie.com,engie,"ENGIE is gespecialiseerd in oplossingen voor hernieuwbare energie, waaronder wind, zon en waterstof, en richt zich ook op energieprestaties en duurzame mobiliteit. Het bedrijf zet zich in voor het ondersteunen van de energietransitie en de inspanningen voor decarbonisatie.",Holdings,64200,Brussel,"Simon Bolivarlaan 36, 1000 Brussel",1 - 10,€10M - €50M,app.bizzy.org/BE/0403108.145?utm_source=export&utm_medium=lists_xlsx
Union financière et industrielle,0402.365.601,BE0402.365.601,,,,,www.engie.com,engie,"U.F.I. is gespecialiseerd in oplossingen voor hernieuwbare energie, waaronder wind, zon en waterstof, en richt zich ook op energieprestaties en duurzame mobiliteit. Het bedrijf zet zich in voor het ondersteunen van de energietransitie en de inspanningen voor decarbonisatie.",Energie,,Brussel,"Simon Bolivarlaan 36, 1000 Brussel",1 - 10,€0 - €1M,app.bizzy.org/BE/0402365.601?utm_source=export&utm_medium=lists_xlsx
smac sa,0837.660.623,BE0837.660.623,,,,,www.smac-sa.com,smac-sa,"smac sa is een gespecialiseerd bedrijf in waterdichting, gevelbekleding en energierenovatie, dat diensten aanbiedt zoals onderhoud en ondersteuning, evenals de installatie van fotovoltaïsche daken en asfaltvloerbedekking.",Bouw - Dakbedekking,43910,Hauts-de-Seine,"AVENUE DE VERDUN 143, 92130 Issy-les-Moulineaux",1 - 10,€0 - €1M,app.bizzy.org/BE/0837660.623?utm_source=export&utm_medium=lists_xlsx
Polytek,0836.937.180,BE0836.937.180,,,,,www.polytek.be,polytek,"Polytek stroomlijnt industriële projecten van begin tot eind en biedt een uitgebreide en multidisciplinaire aanpak. Ze pakken complexe problemen aan en vinden innovatieve oplossingen, waarbij ze nauw samenwerken met klanten om efficiëntie, precisie en kwaliteit te waarborgen.",Administratieve activiteiten,62020 - 71121 - 71121 - 82110 - 82190,Vlaams-Brabant,"Industriepark 45, 3300 Tienen",20 - 50,€5M - €10M,app.bizzy.org/BE/0836937.180?utm_source=export&utm_medium=lists_xlsx
Bollinger + Grohmann SARL,0755.560.120,BE0755.560.120,,,,,www.bollinger-grohmann.com,bollinger-grohmann,"Bollinger + Grohmann SARL is een team van verantwoordelijke ingenieurs die gespecialiseerd zijn in constructief ontwerp, gevelontwerp, bouwfysica, brandveiligheid en meer. Ze werken samen met architecten, klanten en bouwbedrijven om op maat gemaakte oplossingen te ontwikkelen voor hoogwaardige architectuur en innovatieve constructies.",,,Parijs,"Rue Eugène Varlin 15, 75010 Parijs",1 - 10,€0 - €1M,app.bizzy.org/BE/0755560.120?utm_source=export&utm_medium=lists_xlsx
BOLLINGER GROHMANN INGENIERIE,0736.546.536,BE0736.546.536,,,,,www.bollinger-grohmann.com,bollinger-grohmann,"BOLLINGER GROHMANN INGENIEURE is een team van verantwoordelijke ingenieurs die gespecialiseerd zijn in constructief ontwerp, gevelontwerp, bouwfysica, brandveiligheid en meer. Ze werken samen met architecten, klanten en bouwbedrijven om op maat gemaakte oplossingen te ontwikkelen voor hoogwaardige architectuur en innovatieve constructies.",Architectuur - Bouwarchitecten - Industrieel ontwerp - Interieurarchitecten - Stadsarchitecten,71121 - 71121,Brussel,"Wetstraat 26, 1040 Etterbeek",20 - 50,€2M - €5M,app.bizzy.org/BE/0736546.536?utm_source=export&utm_medium=lists_xlsx
SM Tractebel - Geste,0726.977.386,BE0726.977.386,,,,,www.tractebel-engie.com,tractebel-engie,"SM Tractebel - Geste is een wereldwijde gemeenschap van creatieve experts die zich richten op het ontwerpen van een koolstofneutrale toekomst en oplossingen bieden op het gebied van energie, infrastructuur, water, nucleair en milieu & klimaatbestendigheid.",,,Brussel,"Simon Bolivarlaan 34-36, 1000 Brussel",1 - 10,€0 - €1M,app.bizzy.org/BE/0726977.386?utm_source=export&utm_medium=lists_xlsx
Tractebel - TML,0726.972.240,BE0726.972.240,,,,,www.tractebel-engie.com/,tractebel-engie,"Tractebel - TML is een wereldwijde gemeenschap van creatieve experts die zich richten op het ontwerpen van een koolstofneutrale toekomst en oplossingen bieden op het gebied van energie, infrastructuur, water, nucleair en milieu & klimaatbestendigheid.",Engineering,,Brussel,"Simon Bolivarlaan 34-36, 1000 Brussel",1 - 10,€0 - €1M,app.bizzy.org/BE/0726972.240?utm_source=export&utm_medium=lists_xlsx
Jorissen & De Jonck,0670.553.080,BE0670.553.080,,,,,www.jorissendejonck.be,jorissendejonck,"Jorissen & De Jonck is een gespecialiseerd wervings- en selectiebureau dat zich richt op Financiën, Bouw & Techniek. Zij nemen de taak op zich om de juiste mensen te vinden ter ondersteuning van de groei van het bedrijf, zodat organisaties zich kunnen concentreren op hun succes terwijl zij zich bezighouden met talentontwikkeling.",Arbeidsbemiddeling - Human resources,78100 - 78200,Antwerpen,"Uitbreidingstraat 86, 2600 Berchem",20 - 50,€10M - €50M,app.bizzy.org/BE/0670553.080?utm_source=export&utm_medium=lists_xlsx
Deutsche Bahn AG,0666.394.156,BE0666.394.156,,,,,www.deutschebahn.com,deutschebahn,"Deutsche Bahn AG is een bedrijf dat zich richt op spoorwegvervoer en infrastructuur, met als doel treindienstregeling en stiptheid te verbeteren door middel van kunstmatige intelligentie.",,,,"POTSDAMER PLATZ 2, XXX Berlin",1 - 10,€0 - €1M,app.bizzy.org/BE/0666394.156?utm_source=export&utm_medium=lists_xlsx
ELECTRABEL SEANERGY,0479.612.837,BE0479.612.837,,,,,www.engie.com,engie,"ELECTRABEL SEANERGY is gespecialiseerd in oplossingen voor hernieuwbare energie, waaronder wind, zon en waterstof, en richt zich ook op energieprestaties en duurzame mobiliteit. Het bedrijf zet zich in voor het ondersteunen van de energietransitie en de inspanningen voor decarbonisatie.",Elektriciteit - Energie - Productie van elektriciteit,35110,Brussel,"Boulevard Simon Bolivar 36, 1000 Brussel",1 - 10,€0 - €1M,app.bizzy.org/BE/0479612.837?utm_source=export&utm_medium=lists_xlsx
CEBELEC,0461.506.006,BE0461.506.006,,,,,www.cegelec.be/en/,cegelec,"Cegelec is gespecialiseerd in het leveren van technische installaties in gebouwen, infrastructuurprojecten en innovatieve brandoplossingen, waaronder branddetectie- en blussystemen.",,,West-Vlaanderen,"Boslaan 9A, 8300 Knokke-Heist",1 - 10,€0 - €1M,app.bizzy.org/BE/0461506.006?utm_source=export&utm_medium=lists_xlsx
INDUSTRIAL ENGINEERING SUPPORT,0429.498.182,BE0429.498.182,,,,,www.ies-belgium.be,ies-belgium,"Ies-Belgium is een Belgisch adviesbureau dat gespecialiseerd is in het leveren van gekwalificeerde profielen voor klanten in de industriële sector, en biedt professionele mogelijkheden op verschillende gebieden zoals elektriciteit, civiele techniek, mechanica en meer.",Engineering,70220 - 71121 - 71121,Brussel,"Raketstraat 62, 1130 Haren",1 - 10,€1M - €2M,app.bizzy.org/BE/0429498.182?utm_source=export&utm_medium=lists_xlsx
FB BRUSSELS,0754.740.766,BE0754.740.766,,,,,,,"FB BRUSSELS is een van de grootste luchthavens van Europa en verbindt de Europese hoofdstad met 236 bestemmingen wereldwijd. Met een sterke economische aanwezigheid en meer dan 1000 werknemers speelt het een essentiële rol in de luchtvaartindustrie, waarbij jaarlijks miljoenen passagiers en tonnen vracht worden afgehandeld.",,,Brussel,"Rue Baron Lambert 79, 1040 Etterbeek",1 - 10,€0 - €1M,app.bizzy.org/BE/0754740.766?utm_source=export&utm_medium=lists_xlsx
